Date,SKU_ID,Item_Name,Category,Warehouse,Opening_Stock,Stock_In,Stock_Out,Unit_Price,Closing_Stock,Sales_Value,Reorder_Level,Supplier,Lead_Time_Days,Discount_Applied,Is_Subscriber,Review_Rating,Return_Rate,Purchase_Frequency,Stock_Turnover
20-09-2025,SKU103523,Jacket,Clothing,WH_C,376,196,107,829.17,465,88721.19,77,Supplier_Y,16,0,0,3,0.046,1,0.254
26-05-2025,SKU103524,Dress,Accessories,WH_A,252,127,79,870.22,300,68747.38,82,Supplier_W,27,0,0,3,0.042,6,0.286
22-09-2024,SKU103525,Shorts,Accessories,WH_B,261,260,132,985.4,389,130072.8,79,Supplier_X,9,1,0,4,0.188,1,0.406
12-03-2024,SKU103526,Scarf,Footwear,WH_A,443,90,173,1165.23,360,201584.79,115,Supplier_W,26,1,0,4,0.09,6,0.431
10-08-2024,SKU103527,Watch,Footwear,WH_B,111,258,63,419.39,306,26421.57,73,Supplier_W,19,1,0,4,0.165,10,0.302
29-05-2024,SKU103528,Hat,Footwear,WH_C,101,93,209,1247.19,0,260662.71,27,Supplier_X,6,0,0,5,0.183,2,4.139
19-05-2024,SKU103529,Skirt,Footwear,WH_B,48,256,296,706.28,8,209058.88,44,Supplier_Y,12,1,0,4,0.123,10,10.571
18-09-2025,SKU103530,Skirt,Footwear,WH_A,276,135,97,1481.32,314,143688.04,32,Supplier_X,12,0,0,4,0.06,11,0.329
01-09-2025,SKU103531,Watch,Clothing,WH_C,226,12,171,1136.55,67,194350.05,104,Supplier_Z,17,0,0,3,0.136,1,1.167
07-05-2025,SKU103532,Blouse2,Clothing,WH_B,22,197,88,1130.82,131,99512.16,93,Supplier_X,22,0,1,4,0.086,8,1.15
03-10-2025,SKU103533,Hat,Clothing,WH_B,331,177,361,1386.7,147,500598.7,16,Supplier_X,14,0,1,1,0.195,7,1.51
19-08-2024,SKU103534,Scarf,Footwear,WH_C,184,111,225,699.39,70,157362.75,70,Supplier_Y,11,1,0,2,0.162,2,1.772
03-01-2024,SKU103535,Shirt,Footwear,WH_A,63,263,142,887,184,125954,85,Supplier_Z,5,1,0,3,0.163,2,1.15
05-09-2024,SKU103536,Cap,Footwear,WH_C,156,78,195,1186.65,39,231396.75,110,Supplier_W,17,0,0,3,0.118,5,2
18-04-2024,SKU103537,Watch,Clothing,WH_A,282,255,178,872.03,359,155221.34,58,Supplier_W,14,0,0,5,0.002,4,0.555
26-11-2023,SKU103538,Cap,Footwear,WH_B,389,73,53,916.3,409,48563.9,66,Supplier_W,28,0,0,4,0.166,12,0.133
11-11-2024,SKU103539,Dress,Clothing,WH_B,148,160,195,581.35,113,113363.25,77,Supplier_W,17,0,0,5,0.005,4,1.494
28-07-2024,SKU103540,Sweater,Footwear,WH_C,326,200,216,610.4,310,131846.4,21,Supplier_Y,28,0,0,5,0.024,9,0.679
28-02-2024,SKU103541,Blouse2,Accessories,WH_B,362,32,332,1412.97,62,469106.04,24,Supplier_Z,3,0,0,5,0.168,11,1.566
09-03-2025,SKU103542,Blouse,Clothing,WH_C,168,72,297,58.35,0,17329.95,11,Supplier_Y,17,0,0,3,0.044,1,3.536
29-09-2024,SKU103543,Shorts,Accessories,WH_B,463,292,24,235.82,731,5659.68,56,Supplier_X,13,1,1,4,0.168,10,0.04
02-05-2025,SKU103544,Hat,Clothing,WH_B,132,197,66,1900.18,263,125411.88,84,Supplier_Z,7,0,0,3,0.047,9,0.334
15-08-2025,SKU103545,Shirt,Footwear,WH_A,398,239,162,414.69,475,67179.78,65,Supplier_Z,9,1,1,5,0.154,12,0.371
08-06-2025,SKU103546,Sneakers,Footwear,WH_C,404,73,111,865.34,366,96052.74,106,Supplier_W,14,0,1,4,0.108,3,0.288
11-01-2024,SKU103547,Hat,Accessories,WH_C,313,30,328,1706.89,15,559859.92,23,Supplier_W,22,0,0,2,0.134,8,2
25-08-2024,SKU103548,Skirt,Footwear,WH_B,131,13,205,50.2,0,10291,36,Supplier_W,27,1,0,3,0.168,5,3.13
02-12-2023,SKU103549,Blouse2,Clothing,WH_A,196,204,367,1854.1,33,680454.7,13,Supplier_W,8,0,0,4,0.197,10,3.205
09-05-2025,SKU103550,Blouse2,Footwear,WH_A,134,67,136,154.3,65,20984.8,47,Supplier_X,24,1,0,4,0.017,3,1.367
08-11-2023,SKU103551,Belt,Footwear,WH_C,34,127,278,383.19,0,106526.82,113,Supplier_W,5,1,0,4,0.137,9,16.353
09-05-2025,SKU103552,Sweater,Clothing,WH_C,419,25,164,106.75,280,17507,93,Supplier_Y,12,0,0,4,0.192,9,0.469
27-03-2024,SKU103553,Socks,Accessories,WH_B,376,183,270,1063.06,289,287026.2,11,Supplier_Z,28,0,0,4,0.075,8,0.812
16-08-2025,SKU103554,Jeans,Accessories,WH_C,398,136,227,1889.03,307,428809.81,13,Supplier_X,23,1,0,4,0.067,3,0.644
13-05-2024,SKU103555,Sandals,Footwear,WH_B,219,290,126,1686.12,383,212451.12,33,Supplier_X,28,0,0,1,0.136,3,0.419
14-03-2024,SKU103556,Jeans,Clothing,WH_A,385,105,269,1297.51,221,349030.19,18,Supplier_Z,24,0,1,4,0.08,10,0.888
26-05-2024,SKU103557,Hat,Accessories,WH_C,375,23,307,411.7,91,126391.9,28,Supplier_Z,6,1,1,2,0.043,12,1.318
13-03-2024,SKU103558,Scarf,Accessories,WH_A,184,193,247,1745.71,130,431190.37,71,Supplier_Z,15,0,1,4,0.032,11,1.573
21-07-2024,SKU103559,Scarf,Footwear,WH_A,4,168,339,1521.81,0,515893.59,81,Supplier_X,21,0,0,5,0.039,10,169.5
13-09-2025,SKU103560,Jeans,Clothing,WH_B,70,35,35,570.35,70,19962.25,50,Supplier_Y,7,0,0,4,0.141,3,0.5
07-05-2025,SKU103561,Coat,Accessories,WH_A,341,100,154,1619.92,287,249467.68,101,Supplier_Y,25,0,0,3,0.184,11,0.49
19-05-2024,SKU103562,Jacket,Footwear,WH_B,240,33,144,1760.45,129,253504.8,86,Supplier_Z,29,0,1,5,0.161,6,0.78
10-10-2025,SKU103563,Belt,Footwear,WH_B,350,38,259,1411.54,129,365588.86,81,Supplier_X,24,0,1,3,0.09,12,1.081
19-02-2024,SKU103564,Hat,Footwear,WH_A,415,210,386,245.75,239,94859.5,87,Supplier_W,20,0,0,4,0.106,2,1.18
25-04-2025,SKU103565,Jacket,Footwear,WH_A,455,229,18,1969.28,666,35447.04,59,Supplier_X,3,0,1,4,0.124,9,0.032
29-07-2024,SKU103566,Coat,Accessories,WH_B,296,278,57,198.2,517,11297.4,83,Supplier_Z,23,1,1,4,0.116,2,0.14
25-11-2024,SKU103567,Socks,Clothing,WH_B,425,79,262,1326.22,242,347469.64,93,Supplier_X,23,0,1,2,0.194,10,0.786
24-07-2024,SKU103568,Hat,Footwear,WH_A,330,237,35,265.52,532,9293.2,74,Supplier_X,30,1,1,5,0.177,8,0.081
25-12-2024,SKU103569,Watch,Footwear,WH_B,192,171,210,1815.56,153,381267.6,85,Supplier_X,18,0,0,2,0.009,10,1.217
30-10-2024,SKU103570,Shorts,Accessories,WH_B,494,58,331,732.46,221,242444.26,108,Supplier_W,18,1,0,2,0.167,4,0.926
21-01-2024,SKU103571,Sunglasses,Footwear,WH_C,167,21,147,1047.43,41,153972.21,93,Supplier_Z,18,0,0,4,0.023,4,1.413
27-10-2024,SKU103572,Sweater,Footwear,WH_C,338,237,101,398.59,474,40257.59,85,Supplier_Z,30,0,1,3,0.138,5,0.249
13-06-2025,SKU103573,Coat,Clothing,WH_C,235,295,75,1115.8,455,83685,21,Supplier_Z,24,1,1,2,0.057,1,0.217
13-05-2024,SKU103574,Cap,Footwear,WH_C,293,93,67,1880.74,319,126009.58,48,Supplier_Y,21,0,1,3,0.155,4,0.219
22-09-2025,SKU103575,Scarf,Accessories,WH_C,297,243,65,1808.18,475,117531.7,38,Supplier_Y,18,1,0,4,0.002,6,0.168
23-08-2024,SKU103576,Blouse2,Clothing,WH_B,247,10,302,174.6,0,52729.2,67,Supplier_Z,3,0,0,5,0.076,12,2.445
22-12-2023,SKU103577,Bag,Accessories,WH_B,164,116,221,787.6,59,174059.6,76,Supplier_X,22,1,1,2,0.004,10,1.982
02-06-2025,SKU103578,Skirt,Clothing,WH_C,311,264,150,571.49,425,85723.5,80,Supplier_X,22,0,0,2,0.191,2,0.408
29-01-2024,SKU103579,Dress,Clothing,WH_A,70,11,389,988.65,0,384584.85,96,Supplier_Z,12,0,0,5,0.003,11,11.114
09-03-2024,SKU103580,Belt,Footwear,WH_C,230,153,273,1675.77,110,457485.21,86,Supplier_W,4,0,1,4,0.031,3,1.606
30-10-2024,SKU103581,Sneakers,Footwear,WH_A,54,37,277,1490.76,0,412940.52,84,Supplier_W,16,0,0,3,0.108,11,10.259
18-04-2025,SKU103582,Sandals,Footwear,WH_B,472,130,67,720.76,535,48290.92,34,Supplier_X,10,0,1,4,0.129,4,0.133
12-01-2024,SKU103583,Shorts,Accessories,WH_A,181,224,234,796.2,171,186310.8,93,Supplier_X,8,0,0,4,0.146,3,1.33
25-08-2025,SKU103584,Jeans,Footwear,WH_B,21,142,202,1325.8,0,267811.6,58,Supplier_Y,30,1,0,4,0.049,9,19.238
16-11-2024,SKU103585,Skirt,Footwear,WH_A,282,53,232,428.74,103,99467.68,72,Supplier_W,5,0,0,1,0.06,6,1.205
17-04-2024,SKU103586,Coat,Clothing,WH_B,104,23,162,250.32,0,40551.84,36,Supplier_X,18,1,1,4,0.048,11,3.115
21-11-2024,SKU103587,Blouse2,Footwear,WH_B,174,120,97,523.05,197,50735.85,79,Supplier_X,19,1,1,3,0.049,5,0.523
24-08-2025,SKU103588,T-Shirt,Footwear,WH_C,293,118,8,291.86,403,2334.88,79,Supplier_Z,14,0,0,3,0.156,5,0.023
30-10-2024,SKU103589,Sneakers,Footwear,WH_B,367,160,248,736.37,279,182619.76,112,Supplier_Y,29,0,0,2,0.19,2,0.768
13-05-2024,SKU103590,Shorts,Footwear,WH_C,38,73,226,1878.25,0,424484.5,114,Supplier_W,21,0,0,4,0.119,12,11.895
24-09-2024,SKU103591,Tie,Clothing,WH_C,398,184,240,284.58,342,68299.2,67,Supplier_W,26,0,1,4,0.031,9,0.649
30-01-2025,SKU103592,Tie,Footwear,WH_C,374,191,74,1645.73,491,121784.02,18,Supplier_Y,22,1,0,4,0.013,2,0.171
23-02-2025,SKU103593,Hat,Clothing,WH_A,449,219,16,1092.56,652,17480.96,94,Supplier_X,5,0,0,4,0.048,5,0.029
20-11-2023,SKU103594,Shirt,Accessories,WH_A,444,120,50,1284.16,514,64208,91,Supplier_W,15,0,0,5,0.036,7,0.104
09-05-2024,SKU103595,Blouse,Footwear,WH_B,59,208,227,381.66,40,86636.82,10,Supplier_W,18,0,1,4,0.116,3,4.586
26-02-2024,SKU103596,Sweater,Footwear,WH_C,391,299,193,345.18,497,66619.74,85,Supplier_W,13,0,0,3,0.14,8,0.435
29-03-2025,SKU103597,Belt,Footwear,WH_C,299,163,279,367.35,183,102490.65,74,Supplier_Z,22,0,0,2,0.001,5,1.158
23-08-2024,SKU103598,Jeans,Clothing,WH_B,298,267,237,1350.77,328,320132.49,101,Supplier_Y,29,0,0,1,0.088,10,0.757
28-08-2024,SKU103599,Scarf,Footwear,WH_C,389,2,380,1508.19,11,573112.2,33,Supplier_W,18,1,0,2,0.125,12,1.9
31-01-2025,SKU103600,Dress,Footwear,WH_B,211,49,270,1844.48,0,498009.6,28,Supplier_Y,22,0,0,5,0.039,3,2.559
09-06-2024,SKU103601,Scarf,Accessories,WH_C,154,210,386,826.48,0,319021.28,23,Supplier_X,4,0,0,4,0.18,3,5.013
31-07-2025,SKU103602,Bag,Clothing,WH_A,172,15,156,950.84,31,148331.04,23,Supplier_Y,6,1,0,4,0.11,3,1.537
27-05-2025,SKU103603,Shirt,Clothing,WH_B,22,167,253,965.71,0,244324.63,99,Supplier_Z,29,0,1,4,0.069,11,23
04-12-2023,SKU103604,Shirt,Accessories,WH_B,239,282,307,576.3,214,176924.1,89,Supplier_Z,30,0,1,4,0.004,12,1.355
29-07-2025,SKU103605,Watch,Clothing,WH_A,487,297,309,690.05,475,213225.45,97,Supplier_Y,27,0,0,4,0.097,3,0.642
25-06-2024,SKU103606,Tie,Footwear,WH_B,208,184,313,1701.3,79,532506.9,41,Supplier_Z,6,0,0,3,0.067,4,2.181
25-05-2025,SKU103607,Jacket,Footwear,WH_A,121,137,300,720.26,0,216078,15,Supplier_W,30,0,1,3,0.194,10,4.959
23-09-2024,SKU103608,Belt,Accessories,WH_C,252,124,117,1744.74,259,204134.58,118,Supplier_Z,19,0,0,3,0.076,1,0.458
27-06-2024,SKU103609,Scarf,Clothing,WH_A,140,57,332,645.27,0,214229.64,103,Supplier_X,3,0,1,5,0.184,12,4.743
07-09-2025,SKU103610,Tie,Clothing,WH_A,451,65,49,712.77,467,34925.73,32,Supplier_Y,3,0,1,4,0.137,3,0.107
17-01-2025,SKU103611,Belt,Clothing,WH_B,339,201,277,1142.55,263,316486.35,28,Supplier_Y,7,0,0,4,0.015,10,0.92
23-04-2025,SKU103612,Blouse,Accessories,WH_C,361,8,51,251.1,318,12806.1,98,Supplier_X,24,0,0,4,0.187,10,0.15
14-12-2024,SKU103613,Shorts,Footwear,WH_A,319,104,180,1848.02,243,332643.6,98,Supplier_X,14,1,0,4,0.034,5,0.641
30-12-2023,SKU103614,Blouse,Accessories,WH_C,152,88,30,1649.78,210,49493.4,11,Supplier_X,8,1,1,3,0.09,8,0.166
15-09-2024,SKU103615,Blouse2,Footwear,WH_A,380,88,326,1357.48,142,442538.48,83,Supplier_X,8,1,1,4,0.185,8,1.249
14-08-2024,SKU103616,Skirt,Accessories,WH_B,213,5,245,1976.84,0,484325.8,50,Supplier_W,27,0,0,4,0.166,9,2.3
02-11-2025,SKU103617,Blouse,Footwear,WH_A,307,157,89,81.2,375,7226.8,62,Supplier_Z,19,0,1,2,0.098,9,0.261
08-12-2023,SKU103618,Shirt,Clothing,WH_A,47,102,30,851.57,119,25547.1,36,Supplier_Z,28,0,0,2,0.041,6,0.361
09-10-2024,SKU103619,Sneakers,Clothing,WH_C,316,222,101,1723.77,437,174100.77,117,Supplier_W,24,1,0,5,0.102,10,0.268
08-05-2024,SKU103620,Watch,Clothing,WH_A,16,170,229,894.38,0,204813.02,17,Supplier_X,15,0,0,2,0.11,7,28.625
30-11-2023,SKU103621,Watch,Accessories,WH_B,295,32,387,60.22,0,23305.14,114,Supplier_Y,10,1,0,4,0.199,12,2.624
04-05-2025,SKU103622,Hat,Accessories,WH_B,330,180,96,357.62,414,34331.52,52,Supplier_Y,26,1,0,4,0.165,11,0.258
26-01-2025,SKU103623,Sweater,Accessories,WH_A,344,183,66,896.44,461,59165.04,42,Supplier_Y,14,0,1,2,0.172,12,0.164
20-01-2024,SKU103624,Sweater,Clothing,WH_A,68,86,191,1352.5,0,258327.5,52,Supplier_X,17,0,0,4,0.197,4,5.618
17-11-2023,SKU103625,T-Shirt,Footwear,WH_C,84,68,210,367.18,0,77107.8,92,Supplier_W,21,0,1,4,0.105,3,5
05-03-2025,SKU103626,Blouse2,Clothing,WH_C,281,25,136,923.68,170,125620.48,39,Supplier_W,23,0,1,3,0.117,11,0.603
05-02-2025,SKU103627,Scarf,Clothing,WH_B,207,5,338,74.94,0,25329.72,43,Supplier_W,28,0,0,4,0.091,3,3.266
26-05-2025,SKU103628,Scarf,Footwear,WH_C,439,255,183,981.13,511,179546.79,87,Supplier_Z,22,0,0,5,0.025,2,0.385
24-05-2025,SKU103629,Hat,Footwear,WH_A,39,181,55,1797.05,165,98837.75,109,Supplier_Z,30,0,0,4,0.105,8,0.539
28-08-2025,SKU103630,Sneakers,Footwear,WH_B,468,294,249,1213.7,513,302211.3,29,Supplier_Z,19,0,0,5,0.117,7,0.508
15-04-2024,SKU103631,Jacket,Footwear,WH_C,495,259,281,909.28,473,255507.68,96,Supplier_Z,11,1,1,1,0.047,8,0.581
21-11-2023,SKU103632,Coat,Clothing,WH_B,95,233,59,366.41,269,21618.19,71,Supplier_Y,23,1,1,4,0.157,6,0.324
03-05-2024,SKU103633,Shirt,Accessories,WH_A,451,281,127,444.72,605,56479.44,88,Supplier_Y,20,1,0,3,0.025,10,0.241
23-12-2024,SKU103634,Hat,Clothing,WH_C,485,206,204,199.19,487,40634.76,11,Supplier_W,30,0,0,3,0.1,12,0.42
30-12-2023,SKU103635,Sweater,Footwear,WH_A,249,76,213,1497.7,112,319010.1,97,Supplier_Z,4,0,1,4,0.133,10,1.18
19-12-2024,SKU103636,Socks,Accessories,WH_A,372,167,126,200.41,413,25251.66,97,Supplier_W,13,0,0,3,0.011,5,0.321
29-11-2023,SKU103637,Jeans,Accessories,WH_B,135,55,71,798.7,119,56707.7,104,Supplier_X,25,0,0,3,0.161,1,0.559
07-12-2023,SKU103638,Cap,Clothing,WH_B,72,294,215,1512.2,151,325123,89,Supplier_Z,22,0,0,5,0.061,8,1.928
10-10-2025,SKU103639,Socks,Clothing,WH_B,300,80,89,1440,291,128160,77,Supplier_Z,19,0,0,5,0.144,2,0.301
24-07-2024,SKU103640,Blouse2,Clothing,WH_C,272,166,313,1176.19,125,368147.47,107,Supplier_W,23,0,0,1,0.022,1,1.577
30-05-2024,SKU103641,Belt,Accessories,WH_C,168,175,232,1164.05,111,270059.6,88,Supplier_W,20,0,1,4,0.124,9,1.663
05-01-2024,SKU103642,Blouse2,Accessories,WH_B,332,280,232,226.14,380,52464.48,92,Supplier_X,17,0,0,3,0.111,11,0.652
20-02-2025,SKU103643,Sneakers,Accessories,WH_C,392,148,62,391.08,478,24246.96,28,Supplier_W,9,1,0,5,0.03,11,0.143
15-02-2025,SKU103644,Socks,Footwear,WH_C,197,255,375,1092.75,77,409781.25,117,Supplier_Z,18,1,0,4,0.125,8,2.737
19-11-2023,SKU103645,Sweater,Footwear,WH_B,346,280,246,728.76,380,179274.96,44,Supplier_Y,27,1,0,4,0.138,11,0.678
30-07-2025,SKU103646,Bag,Clothing,WH_A,105,277,386,86.93,0,33554.98,29,Supplier_X,3,0,0,4,0.1,9,7.352
23-08-2024,SKU103647,Coat,Accessories,WH_C,100,278,134,1606.43,244,215261.62,112,Supplier_X,30,1,0,2,0.116,5,0.779
26-10-2024,SKU103648,Sneakers,Clothing,WH_C,358,205,369,1324.94,194,488902.86,50,Supplier_Z,20,0,0,2,0.177,3,1.337
07-08-2025,SKU103649,Dress,Accessories,WH_A,234,29,1,685.28,262,685.28,38,Supplier_Y,29,0,1,4,0.14,11,0.004
21-01-2024,SKU103650,Dress,Clothing,WH_A,279,217,160,241.5,336,38640,24,Supplier_W,24,1,1,5,0.181,8,0.52
23-10-2025,SKU103651,Skirt,Footwear,WH_A,328,230,139,1202.84,419,167194.76,93,Supplier_W,10,0,1,5,0.11,4,0.372
21-05-2025,SKU103652,T-Shirt,Accessories,WH_B,376,161,303,729.67,234,221090.01,41,Supplier_Y,9,1,1,5,0.035,1,0.993
20-06-2025,SKU103653,Tie,Footwear,WH_A,105,216,308,548.01,13,168787.08,22,Supplier_Y,27,0,1,2,0.049,9,5.22
21-01-2025,SKU103654,Shirt,Accessories,WH_B,394,227,201,1456.87,420,292830.87,16,Supplier_Z,4,0,1,5,0.035,11,0.494
05-07-2024,SKU103655,Sneakers,Clothing,WH_A,34,220,124,689.89,130,85546.36,63,Supplier_W,14,0,1,4,0.067,4,1.512
09-04-2024,SKU103656,Jacket,Accessories,WH_A,156,233,372,315.29,17,117287.88,25,Supplier_Z,18,1,1,3,0.096,12,4.301
11-02-2024,SKU103657,Watch,Footwear,WH_B,391,72,346,989.22,117,342270.12,19,Supplier_W,11,0,0,5,0.051,2,1.362
02-11-2025,SKU103658,Skirt,Accessories,WH_B,272,94,81,1665.51,285,134906.31,65,Supplier_W,22,1,1,4,0.095,10,0.291
27-08-2024,SKU103659,Shirt,Clothing,WH_A,454,94,323,1706.83,225,551306.09,75,Supplier_Y,13,0,0,4,0.073,3,0.951
03-06-2024,SKU103660,Jacket,Accessories,WH_A,395,242,163,1706.22,474,278113.86,47,Supplier_Z,17,0,1,4,0.111,6,0.375
15-10-2024,SKU103661,Sneakers,Footwear,WH_A,239,292,349,870.79,182,303905.71,62,Supplier_Y,5,1,1,5,0.086,9,1.658
03-02-2024,SKU103662,Jacket,Clothing,WH_C,206,262,239,1592.32,229,380564.48,91,Supplier_Z,25,0,1,5,0.087,6,1.099
01-12-2024,SKU103663,Jacket,Footwear,WH_A,244,123,212,1707.95,155,362085.4,43,Supplier_W,23,0,1,2,0.098,12,1.063
27-09-2024,SKU103664,Belt,Accessories,WH_B,92,287,148,946.1,231,140022.8,94,Supplier_X,15,0,0,5,0.198,12,0.916
12-04-2024,SKU103665,Coat,Footwear,WH_C,108,266,71,671.54,303,47679.34,94,Supplier_X,23,0,1,5,0.111,4,0.345
05-09-2025,SKU103666,Blouse2,Accessories,WH_B,305,108,102,1418.83,311,144720.66,10,Supplier_Z,30,0,1,4,0.145,1,0.331
19-08-2025,SKU103667,Blouse,Clothing,WH_C,113,47,182,1813.72,0,330097.04,88,Supplier_Z,15,0,1,3,0.083,2,3.221
01-08-2025,SKU103668,Dress,Footwear,WH_C,23,94,183,1945.7,0,356063.1,83,Supplier_Y,4,1,0,4,0.065,7,15.913
06-06-2025,SKU103669,Socks,Footwear,WH_B,292,32,12,615.94,312,7391.28,68,Supplier_W,8,0,0,4,0.183,3,0.04
18-07-2025,SKU103670,Blouse2,Accessories,WH_C,461,117,379,1914.53,199,725606.87,108,Supplier_X,8,1,0,4,0.148,2,1.148
27-08-2025,SKU103671,Scarf,Footwear,WH_B,251,131,231,1023.6,151,236451.6,34,Supplier_Y,14,0,0,3,0.116,12,1.149
23-03-2024,SKU103672,Sunglasses,Footwear,WH_A,266,250,149,646.77,367,96368.73,41,Supplier_Z,6,0,0,4,0.067,6,0.471
11-09-2025,SKU103673,Jacket,Clothing,WH_C,354,121,262,1977.38,213,518073.56,40,Supplier_W,7,0,0,5,0.052,4,0.924
08-01-2025,SKU103674,Blouse,Accessories,WH_B,208,217,23,1761.73,402,40519.79,83,Supplier_Y,25,0,1,5,0.05,1,0.075
01-02-2025,SKU103675,Skirt,Accessories,WH_C,442,52,188,1400.21,306,263239.48,12,Supplier_Y,10,0,1,2,0.101,9,0.503
11-07-2025,SKU103676,Jeans,Clothing,WH_B,54,125,132,1795.14,47,236958.48,95,Supplier_Z,8,0,1,4,0.175,9,2.614
27-03-2024,SKU103677,Scarf,Clothing,WH_A,26,158,49,1378.9,135,67566.1,111,Supplier_W,23,0,0,5,0.176,11,0.609
29-01-2024,SKU103678,Watch,Accessories,WH_A,491,158,182,908.79,467,165399.78,75,Supplier_X,30,0,0,1,0.149,5,0.38
02-05-2024,SKU103679,Socks,Clothing,WH_C,322,282,25,1898.7,579,47467.5,96,Supplier_Y,5,0,0,1,0.108,8,0.055
23-05-2024,SKU103680,Cap,Clothing,WH_C,443,88,137,1928.33,394,264181.21,50,Supplier_Z,25,1,0,4,0.047,6,0.327
23-07-2025,SKU103681,Shorts,Clothing,WH_B,1,175,10,662.64,166,6626.4,113,Supplier_Y,10,1,1,4,0.096,7,0.12
28-05-2025,SKU103682,Sunglasses,Accessories,WH_B,67,291,295,741.07,63,218615.65,71,Supplier_Z,21,1,0,1,0.139,6,4.538
28-09-2025,SKU103683,Hat,Clothing,WH_C,401,158,101,796.3,458,80426.3,62,Supplier_Z,23,0,0,5,0.119,7,0.235
01-01-2025,SKU103684,Sneakers,Footwear,WH_B,147,248,10,1653.18,385,16531.8,97,Supplier_Z,13,1,0,4,0.103,3,0.038
12-12-2024,SKU103685,Jeans,Footwear,WH_B,468,121,111,1592.73,478,176793.03,105,Supplier_W,20,1,1,4,0.086,11,0.235
05-10-2025,SKU103686,Jacket,Accessories,WH_B,318,236,93,1967.07,461,182937.51,42,Supplier_X,12,0,0,4,0.151,3,0.239
20-02-2025,SKU103687,Jacket,Clothing,WH_C,461,124,259,957.17,326,247907.03,100,Supplier_W,28,1,1,4,0.168,10,0.658
12-06-2024,SKU103688,Belt,Footwear,WH_A,327,278,257,1486.7,348,382081.9,22,Supplier_X,30,0,1,4,0.145,3,0.761
05-11-2025,SKU103689,Shirt,Accessories,WH_A,129,91,166,1720.6,54,285619.6,110,Supplier_Z,22,0,1,4,0.188,10,1.814
31-07-2025,SKU103690,Socks,Footwear,WH_B,473,104,208,481.4,369,100131.2,48,Supplier_X,14,0,0,4,0.156,6,0.494
30-04-2024,SKU103691,Shorts,Clothing,WH_C,82,41,44,1260.08,79,55443.52,38,Supplier_W,22,0,0,4,0.09,1,0.547
30-11-2023,SKU103692,Sandals,Accessories,WH_B,41,128,329,1118.03,0,367831.87,114,Supplier_Y,30,0,0,5,0.123,12,16.049
01-11-2025,SKU103693,Sunglasses,Footwear,WH_A,155,52,204,1498.51,3,305696.04,34,Supplier_W,10,1,0,5,0.101,12,2.582
29-06-2024,SKU103694,Shorts,Accessories,WH_B,156,167,358,1406.08,0,503376.64,119,Supplier_W,21,0,1,5,0.109,9,4.59
20-11-2023,SKU103695,Blouse2,Footwear,WH_A,452,89,41,1634.95,500,67032.95,28,Supplier_W,23,0,1,3,0.179,9,0.086
16-02-2024,SKU103696,Sandals,Footwear,WH_C,106,246,284,656.73,68,186511.32,74,Supplier_W,18,0,0,2,0.06,4,3.264
26-04-2025,SKU103697,Sunglasses,Clothing,WH_B,283,173,399,471.89,57,188284.11,108,Supplier_W,29,0,0,5,0.003,2,2.347
13-04-2025,SKU103698,Bag,Clothing,WH_C,187,86,99,1620.14,174,160393.86,25,Supplier_X,23,1,1,1,0.139,7,0.548
01-02-2025,SKU103699,Socks,Footwear,WH_B,104,149,387,753.1,0,291449.7,81,Supplier_X,20,0,1,3,0.036,7,7.442
11-01-2025,SKU103700,Cap,Accessories,WH_B,111,248,355,610.77,4,216823.35,80,Supplier_Y,11,0,1,4,0.031,6,6.174
05-07-2025,SKU103701,Belt,Accessories,WH_B,473,114,271,706.8,316,191542.8,94,Supplier_W,6,1,0,5,0.198,8,0.687
20-10-2025,SKU103702,Scarf,Clothing,WH_B,132,179,5,179.39,306,896.95,84,Supplier_W,11,0,1,5,0.053,3,0.023
23-04-2025,SKU103703,Shorts,Footwear,WH_B,270,119,41,1557.63,348,63862.83,99,Supplier_Y,27,1,0,4,0.041,2,0.133
30-10-2025,SKU103704,Jacket,Clothing,WH_C,109,27,383,1444.56,0,553266.48,69,Supplier_Y,4,0,0,5,0.038,10,7.028
20-08-2025,SKU103705,Watch,Footwear,WH_C,72,116,355,1127.75,0,400351.25,88,Supplier_Z,11,0,0,4,0.082,1,9.861
26-08-2024,SKU103706,Sunglasses,Footwear,WH_A,415,190,252,1446.37,353,364485.24,66,Supplier_Y,11,1,1,4,0.082,12,0.656
16-02-2024,SKU103707,Sneakers,Clothing,WH_B,435,144,75,777.61,504,58320.75,54,Supplier_Y,20,0,0,2,0.126,3,0.16
23-03-2025,SKU103708,Socks,Accessories,WH_A,345,261,41,625.97,565,25664.77,61,Supplier_Y,13,0,0,4,0.021,8,0.09
06-09-2024,SKU103709,Dress,Clothing,WH_C,292,141,350,1731.49,83,606021.5,15,Supplier_Z,15,1,1,5,0.127,12,1.867
30-04-2025,SKU103710,Shorts,Footwear,WH_A,142,113,267,873.79,0,233301.93,69,Supplier_X,8,0,1,3,0.091,8,3.761
13-05-2025,SKU103711,Shorts,Clothing,WH_C,424,272,379,432.03,317,163739.37,46,Supplier_Z,11,0,0,4,0.042,7,1.023
27-10-2024,SKU103712,Coat,Accessories,WH_B,259,37,216,1510.64,80,326298.24,63,Supplier_X,18,1,1,5,0.156,12,1.274
